,ID,label,tanggal,judul,narasi,nama file gambar
1222,288303,1,2020-03-24 00:00:00,Warga Dihimbau Tak Melintas di Depan Toko Spectra Dikarenakan Adanya ODP Akibat Virus Corona,"Utk sementara jngan lewat depan *Toko Spectra* pangarangan.. karena cina depan toko spectra yg jual elektronik udah *odp corona* dia habis dating dr *singapura* karena berobat…..dan dtetapkan odp oleh *Dinkes Sumenep* utk menghindari kejadian bs terjangkitnya penyakit corona mending jngn lewat sana dulu, info A1 dr *Kalebun pangarangan*.",288303.png
2726,646254,1,2017-02-20 00:00:00,Foto Jokowi dan Megawati Potong Tumpeng Di Atas Meja Berlambang PKI,Beredar foto Presiden Joko Widodo dan Mantan Presiden Ke-5 Megawati Soekarnoputri tengah memotong tumpeng di atas meja berlogo PKI.,646254.jpg
3355,789711,1,2019-06-10 00:00:00,Pemprov DKI Habiskan 14 Miliar Untuk Bus Mudik Gratis,Gubernur Negara kalian begini gak??,789711.jpg
1298,301839,0,2017-09-24 00:00:00,Makam Tuhan Yesus Kristus Sedang Dibuka Untuk Pertamakalinya,"Makam Tuhan Yesus Kristus sedang dibuka untuk pertamakalinya. Ini terjadi diYerusalem ketika mereka meluncurkan marmer makam Tuhan Yesus suara Sangkakala terdengar dan awan membentuk lingkaran. Puji Tuhan fenomena yang tidak dapat dijelaskan terjadi hari ini di Israel.
 Like Pelik Tapi Benar”",301839.png
3111,734873,1,2018-04-19 00:00:00,Video Serbuan Tenaga Kerja Asal China Mendarat di Bandara Haluoleo Kendari,Dasar PENIPU TERGILA ABAD INI!!!! kapan kamu berhenti berbohong,734873.png
2770,657752,1,2019-11-27 00:00:00,Pesan Berantai Catut Disdukcapil Bandung,"Jika ada pemuda/pemudi yang mengatas namakan dari universitas/perguruan tinggi dan meminta anda utk menunjukkan KTP dg alasan sebagai bahan untuk skripsi dan orang tersebut akan memfoto KTP anda, jangan diijinkan. Karena foto KTP tersebut di gunakan untuk peminjaman Online",657752.jpg
4112,965918,0,2017-01-24 00:00:00,Buku Berkonten Sekolah Komunisme,"Konten itu muncul dalam buku kisi-kisi untuk mata pelajaran Bahasa Inggris pada halaman 16 dengan judul New Mentor: Rahasia Cerdas Membedah Kisi-kisi UN Bahasa Inggris SMA/MA 2016 dengan tebal 170 halaman. Dalam latihan soal, dimuat teks berjudul Announcing The Robert S. Kenny Prize dengan gambar palu arit",965918.jpg
1056,243525,0,2018-03-19 00:00:00,"Diduga Stres Setelah Cerai dengan Istrinya, Suyatno Bacok 2 Orang","Kepala Polres Kendal AKBP Adiwijaya menjelaskan, peristiwa tersebut murni penganiayaan. Pelaku nekat melakukan perbuatan itu diduga karena stres setelah bercerai dengan istrinya.",243525.png
2022,470864,1,2019-02-16 00:00:00,"Alinka Humaira Nurhanzah, cucunya ibu Hj. Kesah barusan di culik","maaf ganggu bisa dishare tmn2 yg domisili di jkt….
PERHATIAN",470864.png
2118,496699,1,05-Agu-18,Sri Mulyani Lelang Miras Solusi Defisit Anggaran,"Menteri Keuangan, Sri Mulyani, berharap agar 50.664 botol minuman keras ilegal asal Singapura yang diamankan Kanwil Bea Cukai Jawa Timur I bisa dilelang untuk menambah pemasukan negara.",496699.png
3148,742500,0,2018-07-28 00:00:00,Bukan Bus Calon Jamaah Haji Asal Indonesia yang Mengalami Kecelakaan dan Terbakar di Wilayah Asfan,"Untuk sopir memang WNI bernama Syafii meninggal, tapi sekali lagi seluruh penumpangnya Warga Turki, bukan WNI",742500.png
1370,318074,1,2017-10-25 00:00:00,PRESS STATEMENT PT GLOBAL JET EXPRESS 25 OKTOBER 2017,"PRESS STATEMENT
 
 PT GLOBAL JET EXPRESS
 
 25 OKTOBER 2017
 
 Pelanggan J&T Express, serta masyarakat Indonesia yang kami hormati
 ..",318074.jpg
1351,313472,1,2019-12-31 00:00:00,"China Menunggu Kekacauan Indonesia, Bila Indonesia Sudah Kacau, China Akan Masuk Ke Indonesia Dengan Alasan Mengamankan Harta Mereka","China Menunggu Kekacauan Indonesia, Bila Indonesia Sudah Kacau, China Akan Masuk Ke Indonesia Dengan Alasan : Mengamankan Harta Mereka Yang Di Pinjamkan Untuk Indonesia",313472.jpg
2177,508780,1,2020-06-01 00:00:00,Polisi Benarkan Ada Upaya dari FPI dalam Penyebar Kaos & Atribut PKI,"Polisi Benarkan Ada Upaya dari FPI dalam Penyebar Kaos & Atribut PKI”, “Nah…tidak salah sangkaan banyak orang bw FPI pelaku penyebaran atribut PKI, MALING TERIAK MALING SEMBUNYI DIBALIK DINDING”,",508780.png
58,13907,0,2018-04-28 00:00:00,Kronologis Polisi Berondong Sedan Terobos Razia di Lubuklinggau,"Innalillah… Hanya Karena Lalai Terobos Razia, Mobil Berisi Satu Keluarga Ditembaki Polisi, Satu Orang Tewas",13907.png
76,18129,1,2020-03-14 00:00:00,the Simpsons 1993 memprediksi Corona virus dari China,Jangan pernah meremehkan the simpsons… the Simpsons 1993.. Corona virus dari China..,18129.png
368,83417,1,2020-04-01 00:00:00,Foto Hababina Rizieq sudah menjadi tangan kanan yang mulia Baginda Donald Trump,"Wooooi cebong, ini satu lagi bukti bahwa Imam Jumbo kami masih eksis dan tidak gembel di ngarab sana. Saat ini Hababina Rizieq sudah menjadi tangan kanan yang mulia Baginda Donald Trump. Bahkan kunci nuklir Mamarika udah ada ditangan beliau sekarang. Sekali lagi ente bilang dia gembel, bakal almarhum ente sekecamatan…",83417.jpg
1228,289137,1,2019-11-20 00:00:00,"Foto artikel Madinah Dilanda Gempa, Apakah Tanda Dajjal Sudah Keluar Dari Persembunyiannya?","madinah dilanda gempa, dajjal sudah keluar dari persembunyiannya? ]
 gempa berkekuatan 2, 5 skala richter menyerang sebelah barat madinah kemarin, 16 januari 2018. tetapi getaran gempa yang lemah, tidak menimbulkan kehancuran serupa dilaporkan khaleej times",289137.png
1964,458601,1,2016-02-04 00:00:00,Mie Instan tidak bernutrisi Dan bahayanya MSG?,"Mengambil Kendali, Kesehatan di tangan anda.",458601.jpg
1788,407334,0,2018-03-23 00:00:00,"Klarifikasi Dinas Pendidikan NTT Terkait Isu Penutupan SMA di Borong, Kabupaten Manggarai Timur","Saya perlu tegaskan lagi bahwa kami sama sekali tidak pernah rencana 
untuk tutup sekolah. Sejak tahun lalu ketika pengalihan kewenangan 
sampai saat ini belum ada pembahasan untuk tutup sekolah,",407334.png
1003,232565,1,2019-06-29 00:00:00,Ini Gunung Dieng Salatiga,Lihat baik2..ini bukan gn.Fuji.di jepang…bukan juga pegunungan Alpen di eropa…tapi ini gn.Dieng Salatiga…Indonesia..suhu -9°C.,232565.png
2282,535159,1,2019-09-26 00:00:00,KPK Beri Klarifikasi Atas Isu Tunggangi Demonstrasi Mahasiswa,Menjawab beberapa pertanyaan wartawan dan masyarakat yang mengonfirmasi adanya video yang beredar hari ini yang di-“framing” seolah-olah peristiwa itu rapat beberapa saat sebelum demonstrasi mahasiswa dilakukan di Gedung DPR hari ini. Perlu kami tegaskan bahwa hal tersebut tidak benar,535159.jpg
3760,884791,1,2020-08-19 00:00:00,"Lawan Gus Ipul, Gerinda Usung Ahmad Dhani di Pilwali Pasuruan","Pilwali Pasuruan 2020 bakal berlangsut sengit setelah Partai Gerindra bakal mencalonkan, Ahmad Dhani Prasetyo, pentolan grup Dewa-19 untuk maju sebagai calon wali kota dalam Pilwali, Desember mendatang. Ketua DPC Partai Gerindra Kota Pasuruan, Ahmad Zubaedi, membenarkan jika musisi kelahiran Surabaya tersebut bakal ikut kontestasi pilkada Kota Pasuruan. “Iya benar. Ada komunikasi dari Jakarta terkait calon dari Gerindra, yakni Mas Dhani,” katanya",884791.png
3093,731949,1,2019-08-27 00:00:00,Dandenpom Tangerang mengamankan mobil plat dinas yg dipake anggota banser yang mengaku anggota TNI yang akan apel ke pacar nya,"Dandenpom Tangerang, Letkol Cpm Indra Jaya, mengamankan mobil plat dinas yg dipake orang sipil.
 Setelah dperiksa d kantor polisi militer ternyata pengendara tersebut adalah anggota banser yang akan apel ke pacar nya yang mengaku anggota TNI Sespri pejabat militer.",731949.png
1108,255434,1,2020-04-02 00:00:00,Video Azan PERTAMA di SPANYOL Setelah 500 Tahun dilarang,"Setelah 500 tahun yang lalu Azan dilarang di Spanyol (andalusia), baru kemarin (28 Maret 2020) Azan di daerah ini untuk pertama kali di kumandangkan, dan ini terjadi saat krisis Corona berlangsung secara Global. Apapun yg terjadi haruslh berbaik sangka Kpd Allah, MasyaAllah… Semogah wabah corona 19 ini cpt berlalu
 Allahuakbar Allahuakbar Allahuakbar",255434.png
2978,705159,1,2020-06-29 00:00:00,Foto Dua NYONYA BESAR dari klan cendana mengawal aksi demo nenolak RUU HIP,#BadutanPolitik Episode: DONATUR NGAK MAU RUGI Dua NYONYA BESAR dari klan cendana tertangkap kamera mengawal aksi demo nenolak RUU HIP,705159.png
1543,355012,0,2019-09-17 00:00:00,Klarifikasi Terkait Isu Perubahan Nama Terminal di Bandara Soekarno-Hatta,"Atas isu tersebut, pihak Angkasapura II berikan klarifikasi. Executive General Manager Bandara Internasional Soekarno-Hatta, Agus Haryadi menegaskan tidak ada pergantian atau penambahan nama pada Bandara Internasional Soekarno-Hatta (Soetta) maupun Terminal 1, Terminal 2, dan Terminal 3 di bandara tersebut.",355012.jpg
3785,890834,0,2018-02-26 00:00:00,"Korban Penganiayaan di Cicangri, Kabupaten Bandung Bukan Ustaz atau Ulama","Innalillahi waina illaihi roziun,telah terjadi pembacokan oleh org tak di kenal dan tak beradab terhadap UST USEP kampung cicangri korban sekarang di rawat insentif di RS,kepada kaum muslimin walmuslimat khususnya pemuda pemudi yg cinta ulama mari kita jaga ulama kita dari kezhaliman orang orang biadab Allohu Akbar …….3x",890834.png
1407,327487,0,2016-04-27 00:00:00,DPR Curiga 5 Buruh China Yang Ditangkap TNI AU Masuk Wilayah Halim Sebenarnya Intelijen,DPR Curiga 5 Buruh China Yang Ditangkap TNI AU Masuk Wilayah Halim Sebenarnya Intelijen,327487.png
2628,614558,1,2020-08-11 00:00:00,Lelang Online Sepeda Brompton Rp 5 Juta,"BARANG GADAI SUDAH JATUH TEMPO DI LELANG
 KONDISI SECOND ORIGINAL 100%
 SIAP KIRIM LUAR KOTA PROVINSI
 ORDER VIA DM",614558.png
124,27606,1,2019-07-23 00:00:00,Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan,Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan Lihai Tata Kata untuk Bodohi Warga Jakarta,27606.png
1872,433858,1,2016-08-25 00:00:00,Wacana Revisi Undang-Undang Kewarganegaraan,UU Dwi Kewarganegaraan yang akan dipercepat disahkan justru akan memudahkan China kuasai Indonesia dan pribumi makin terjajah.,433858.jpg
871,200075,1,2019-05-02 00:00:00,"HRS Akan Kerahkan People Power, POLRI: Kami Siap Tembak Mati Perusuh NKRI Sekalipun Itu Cucu Nabi","HRS Akan Kerahkan People Power, POLRI: Kami Siap Tembak “Mati” Perusuh NKRI Sekalipun Itu Cucu Nabi",200075.png
2662,627394,1,2018-09-29 00:00:00,Capture Berita Berjudul Ucapan Yenny Wahid Di Anggap Angin Lalu Oleh Warga NU Kaum Nahdliyin Tetap Dukung Prabowo - Sandi,"“Ucapan Yenny Wahid Di Anggap Angin Lalu Oleh Warga NU Kaum Nahdliyin Tetap Dukung Prabowo – Sandi” tulis akun Facebook Ali Asgar, Jumat (28/9).",627394.jpg
3999,939297,1,2018-06-29 00:00:00,Berita Mengerikan Akhirnya Dibuka Untuk Publik,Berita Mengerikan Akhirnya Dibuka Untuk Publik :,939297.png
2543,593609,1,2019-03-13 00:00:00,Informasi Kebakaran SPBU Medalem Bojonegoro,"Video kebakaran SPBU yang semula disebut SPBU Medalem, di Desa Prayungan Kecamatan Sumberrejo Kabupaten Bojonegoro",593609.jpg
429,98758,1,2020-07-18 00:00:00,Gambar Presiden Jokowi Pamit Ke SBY Pulang Ke Solo,Jokowi : “mo pamit..pak…! SBY : “Rakyat senang bila anda MUNDUR sekarang sebab kalo lebih lama negeri ini bakal kara…Silahkan kembali ke Solo..mung-kin bisa lanjutkan proyek Esemka yg fenomenal itu…monggo!!!”,98758.jpg
1717,393572,1,2020-07-26 00:00:00,Penginjil Asal Amerika Serikat Joyce Meyer Bagikan Uang Di Facebook,"PERINGATAN..!! UNTUK SEMUA NEGARA, mulai hari ini sampai batas yang saya tetapkan adalah 30 Juli 2020, saya akan memilih orang di Facebook secara acak dan resmi (tanpa penipuan). Terapkan dari rumah dan terima hadiah dalam 5 menit, kami mempostingnya untuk membantu orang-orang karena epidemi virus CORONA telah mencegah banyak orang bekerja.",393572.jpg
665,153907,1,2017-12-16 00:00:00,"Ngeri, Jembatan Suramadu Saat Diterjang Ombak Besar","Ngeri, Jembatan Suramadu Saat Diterjang Ombak Besar",153907.png
1186,276929,0,2017-11-27 00:00:00,"saya tidak tahu, saya cuma share","saya tidak tahu, saya cuma share",276929.jpg
3033,717409,1,10-Okt-18,Atiqah Hasiholan Diancam Diperkosa Jika Ratna Sarumpaet Ngaku Dianiaya,"“WA dari teman kita: Gue udah telp X ajudan PS penganiayaan itu memang terjadi cuman ratna ditekan sama pemerintah, dia di bawah ancaman, Atika Hasiholan mau dibunuh dan diperkosa di depan Ratna. Info Ring 1 Valid.”",717409.jpg
1189,277047,1,2017-11-09 00:00:00,Ternyata Indonesia Dibodohkan Dengan Air Mineral,"Setelah 22 tahun melakukan penelitian, akhirnya Harvard University menambah temuan betapa bahayanya Air Mineral yang mengandung Flourida yang saat ini juga terdapat dalam Air Mineral seperti Aqua kepunyaan Danone, tidak hanya Aqua saja yang kini sahamnya dibeli Danone juga mengandung Zat Flourida.. .",277047.png
442,100926,1,2019-10-07 00:00:00,taman moroseneng sememi surabaya,taman moroseneng sememi surabàya,100926.png
949,219959,1,2017-09-09 00:00:00,#PleaseSaveBurma oleh @1st_Allah,"#TolongSelamatkanBirma Saya malu menjadi manusia, mengapa kita tidak bisa menghentikan #Genosida terhadap manusia. #MuslimRohingnya",219959.jpg
3976,934444,1,2020-07-07 00:00:00,Foto Uya Kuya Menghipnotis Wapres Maruf Amin,Pak kiai bela dong byk umat Islam lgi di pojokan bela Islam jga ibadah,934444.png
433,99183,1,2020-05-30 00:00:00,Video Detik-Detik Pesawat Komersial Jatuh di Pemukiman Dekat Bandara Internasional Jinnah Karachi Pakistan,"Pesawat komersial jatuh Detik detik pesawat komersial jatuh di permukiman dekat Bandara Internasional Jinnah Karachi Pakistan, Jumat (22/5/2020).",99183.jpg
3905,918233,1,2020-06-18 00:00:00,"Kecewa Terhadap Pemerintah, Puluhan Warga Jalan Bakri Bantaeng Tutup Jalan Raya","Kecewa Terhadap Pemerintah, Puluhan Warga Jalan Bakri Bantaeng Tutup Jalan Raya",918233.png
387,89516,0,2016-12-18 00:00:00,Indonesia Tidak Ikut Aliansi Negara Islam Menyaingi NATO,Menyedihkan…INDONESIA sbg negara mayoritas muslim terbesar di dunia tdk ikut dlm koalisi tentara islam dunia menyaingi NATO nya kafir.pdhl 34 negara sdh bergabung termasuk malaysia di dalamnya…memalukan,89516.jpg
30,8983,1,2020-06-11 00:00:00,30 Pembantu Baru Positif Corona di Penjaringan,Pembantu yang baru datang 30 Orang di tes semuanya positif Corona,8983.jpg
2507,584852,1,2019-06-20 00:00:00,KAKI TANGAN REZIM ZALIM SUDAH MULAI MENGHALANGI AGAR BW TIDAK BISA MASUK KE GEDUNG MK UNTUK IKUT SIDANG,KAKI TANGAN REZIM ZALIM SUDAH MULAI MENGHALANGI AGAR BW TIDAK BISA MASUK KE GEDUNG MK UNTUK IKUT SIDANG,584852.png
203,46719,0,2018-04-24 00:00:00,Video Jokowi Bagi-Bagi Duit 2016 Dipelintir,"Dari penelusuran yang dilakukan Jawa Pos, video itu sebenarnya sudah lama. Sejak 2016 sudah beredar di media sosial.",46719.png
805,186535,0,2018-01-16 00:00:00,"Tidak Tahu Malu,Anies Baswedan Claim Kemegahan Baru Stadion Gelora Bung Karno Karena Idenya","Tidak Tahu Malu,Anies Baswedan Claim Kemegahan Baru Stadion Gelora Bung Karno Karena Idenya",186535.png
3256,769268,1,2017-01-28 00:00:00,Ridwan Kamil Tolak Foto Taman Teras Cikapundung Diklaim Kerja Ahok - Djarot,"Nyari pemimpin itu lihat dari rekam jejaknya #AhokDjarot
 #1Menghapal2Kerja3Berkhayal
 #1Menghapal2Kerja3Berkhayal
 #1Menghapal2Kerja3Berkhayal.",769268.jpg
1185,276887,1,2017-11-30 00:00:00,Hujan Batu Panas Dari Erupsi Gunung Agung Menimpa Desa Dukuh Bali,"Menteri Koordinator Bidang Kemaritiman Luhut Binsar Panjaitan menuturkan, saat ini meskipun Gunung Agung berstatus awas, tidak ada batu-batuan yang keluar dari gunung setinggi 3.031 mdpl tersebut.
“Tidak ada lemparan batu-batuan, sampai hari ini belum ada",276887.png
4152,979851,0,31-Agu-18,Ketua INASGOC Bantah Indonesia Bermain Curang Pada Cabang Pencak Silat ASIAN Games 2018,"Atas tudingan bahwa Indonesia bermain curang pada cabang Pencak Silat di ASIAN Games 2018 dengan menggunakan wasit dan juri, Panitia Penyelenggara ASIAN Games 2018 (INASGOC) angkat bicara.",979851.jpg
324,74324,1,2020-07-05 00:00:00,"SEHARI SETELAH DILAKUKAN RAPID TEST COVID-19 KEPADA PARA SANTRI DI KUDUS, 1.000 SANTRI TAK SADARKAN DIRI","SEHARI SETELAH DILAKUKAN RAPID TEST COVID-19 KEPADA PARA SANTRI DI KUDUS, 1.000 SANTRI TAK SADARKAN DIRI",74324.png
2211,516144,1,2020-08-19 00:00:00,Foto Lelaki Menginjak Merah Putih,"Bangsat ini sudah menginjak merah putih,hukuman apa yg pantas bagi bangsat ini",516144.jpg
2980,705712,1,2020-05-02 00:00:00,Foto Satu-satunya orang yang diizinkan duduk di Kabah saat ini adalah tukang bersih-bersih,"SATU-SATUNYA ORANG YANG DIIZINKAN DUDUK DI KA’BAH SAAT INI!! Dia adalah TUKANG BERSIH-BERSIH. Bukan raja, bukan menteri, bukan pula pangeran, bukan pula ulama.
 Allah ternyata lebih memilih dia dibanding yang lain. Uang, kekayaan, status, pangkat, dan keluarga tidak ada apa-apanya di hadapan Allah. Maka, singkirkanlah rasa bangga yang berlebihan dengan itu semua, dan mulailah perlakukan mereka yang kurang beruntung dengan rasa hormat dan saling menghargai. Buanglah jauh-jauh kesombongan Anda, dan mulailah belajar menjadi seseorang yang rendah hati.",705712.png
2179,509127,1,2020-05-01 00:00:00,Bungkus Nasi dengan Foto Jokowi dan Bertuliskan Nasi Kodok,Sampah tetap lah sampah meskipun berada di istana,509127.png
2927,694412,1,2018-01-22 00:00:00,Orang ini telah meludahi al_Quran dan Mengencingi al_Quran,"#naudzubillah mindzalik..
Orang ini telah meludahi al_Qur’an dan Mengencingi al_Qur’an..
Dan inilah azab dari allah s.w.t
.tolong bagikan dan jangan sampai berhenti di postingan anda,Biar orang yg suka menghina al_Qur’an tauu kalo azab allah s.w.t itu nyata !",694412.png
478,109780,1,2019-06-05 00:00:00,Kivlan Zein dan Soenarko Bebas Hari Ini,Alhamdulillah … Jendral purnawirawan Kivlan Zein dan Soenarko. Bebas hari ini.,109780.png
426,98598,1,2020-07-29 00:00:00,Foto Pangeran Saudi Disandingkan dengan Pangeran Diponorogo,"Gambar kiri : Pangeran Saudi, gagah, berwajah tampan dan juga sangat berwibawa.. Gambar kanan : Pangeran Diponorogo, pantesan wajahe koyok reog..",98598.jpg
2086,486972,1,2019-04-06 00:00:00,Potongan Langsung Alfamart Untuk Bayar Sembako Pilpres,Hati hati belanja di Alfamart Ternyata ada tambahan potongan langsung 10rb utk bayar sembako pilpres….,486972.jpg
443,100992,1,2019-09-25 00:00:00,"Muncul Himbauan Libur Pertanggal 23 September Mengatasnamakan Plt Gubernur Aceh Akibat Kabut Asap, Karo Humas Nyatakan Tidak Benar","Himbauan yang mengatasnamakan Plt Gubernur terkait kebakaran hutan itu tidak benar alias hoaks,",100992.jpg
3965,932454,1,2017-10-31 00:00:00,"Hoax, Registrasi Kartu Prabayar Paling Lambat 31 Oktober 2017","Hoax, Registrasi Kartu Prabayar Paling Lambat 31 Oktober 2017”

",932454.jpg
668,154715,1,2017-02-23 00:00:00,MINUM DENGAN POSISI BERDIRI BISA TIMBULKAN SAKIT BATU GINJAL,Minum air dengan posisi duduk lebih sehat daripada minum air sambil berdiri. Minum air sambil berdiri salah satu penyebab batu ginjal.,154715.png
1075,247253,1,2020-04-02 00:00:00,Ternyata virus corona dapat diobati dengan  cara berendam di AIR LAUT,Ternyata virus corona dapat diobati dengan cara berendam di “AIR LAUT”….!! saya merasa saya kuat saya bisa.tdk ada satupun tempat yg mau menerima saya dan pada ahirnya saya pergi ke tepi laut.setiap siang saya berendam dan berjemur ditepi laut selama seminggu berturut turut dengan wktu dua jam perhari Alhamdulillah batuk saya hilang nafas saya seperti biasa nya. kepala saya pun kembali enteng suhu tubuh saya normal. Saya cekup ke RS Rawat inap pasien covid 19.Alhamdlllh saya ternyata saya dinyatakan negatif cofid 19. padahal sblmya saya dinyatakan positif covid 19.,247253.png
3427,806853,1,2019-02-03 00:00:00,Ini buktinya Prabowo bersama cucu PKI,Ini buktinya Prabowo bersama cucu PKI,806853.png
1034,238570,1,2020-05-18 00:00:00,Pesan Berantai Ganjar Pranowo Bolehkan Warga Jawa Tengah Salat Idul Fitri,"SEMARANG, KOMPAS TV – Gubernur Jawa Tengah, memperbolehkan warga Jawa Tengah melaksanakan Salat Idul Fitri atau Ied berjamaah di masjid / lapangan pada Ahad (24/5/2020) nanti. Namun demikian ada beberapa syarat yang harus dipenuhi oleh warga ketika menunaikan salat sunat tersebut. Syarat tersebut sesuai protokol kesehatan.",238570.jpg
